filename,prob,iou_cam_gt,iou_seg_gt
BraTS-GLI-00014-000_z023.png,0.9882670044898987,0.08035859820700897,0.4820627802690583
BraTS-GLI-00642-000_z094.png,0.9914440512657166,0.10264900662251655,0.6110414052697616
BraTS-GLI-01326-000_z077.png,0.9999973773956299,0.23267326732673269,0.9341683658607631
BraTS-GLI-00184-000_z094.png,1.0,0.0832348693711435,0.9064327485380117
BraTS-GLI-00166-000_z116.png,0.9999997615814209,0.10570886260767995,0.7815533980582524
BraTS-GLI-01244-000_z088.png,1.0,0.13056937534549476,0.8575
BraTS-GLI-00097-001_z086.png,1.0,0.09295085612630642,0.9294117647058824
BraTS-GLI-00062-000_z079.png,1.0,0.1211487676056338,0.9431765253842571
BraTS-GLI-00777-000_z074.png,1.0,0.11429943570656742,0.7405405405405405
BraTS-GLI-01118-000_z100.png,0.9999462366104126,0.03298025999037073,0.8328267477203647
BraTS-GLI-00053-001_z088.png,1.0,0.22227059976053118,0.9000407996736026
BraTS-GLI-00103-000_z079.png,1.0,0.3340162109201033,0.8806565064478312
BraTS-GLI-01495-000_z095.png,0.9999997615814209,0.27568444147667653,0.802130898021309
BraTS-GLI-00166-000_z074.png,1.0,0.09480238912187063,0.718705035971223
BraTS-GLI-01114-000_z076.png,0.9997941851615906,0.1673402374336954,0.7369062119366626
BraTS-GLI-01139-000_z119.png,0.8473467230796814,0.007939508506616257,0.0
BraTS-GLI-00641-001_z085.png,1.0,0.15381185911725367,0.8972895863052782
BraTS-GLI-01226-000_z098.png,0.9999992847442627,0.18403766148456316,0.9026258205689278
BraTS-GLI-01514-000_z066.png,0.9999788999557495,0.28257247584138623,0.847663012117715
BraTS-GLI-00052-000_z103.png,0.9109529852867126,0.029406359125160816,0.6140350877192983
BraTS-GLI-00495-001_z105.png,1.0,0.16327861724100445,0.940327868852459
BraTS-GLI-00087-000_z065.png,0.9999997615814209,0.3035107587768969,0.7891207153502235
BraTS-GLI-01043-000_z047.png,0.9999785423278809,0.11882215592165002,0.9113796576032226
BraTS-GLI-01286-000_z082.png,1.0,0.12302012623556031,0.8338226658837345
BraTS-GLI-01221-000_z094.png,0.7379098534584045,0.0008468834688346884,0.06896551724137931
BraTS-GLI-01406-000_z070.png,0.9995357990264893,0.21143972068186487,0.8778447121820616
BraTS-GLI-01208-000_z034.png,0.9928382039070129,0.08602299487463638,0.6006493506493507
BraTS-GLI-01397-000_z056.png,0.9999775886535645,0.17551426675514267,0.9551246537396122
BraTS-GLI-00178-000_z092.png,1.0,0.16096268491940827,0.9045783132530121
BraTS-GLI-00390-000_z060.png,0.9269834756851196,0.08146897425073871,0.7014218009478673
BraTS-GLI-01050-000_z093.png,0.9997726082801819,0.0546975546975547,0.5300668151447662
BraTS-GLI-00657-000_z083.png,0.9999895095825195,0.16348342404750124,0.9397911120212984
BraTS-GLI-00347-000_z054.png,1.0,0.11366144338998013,0.9353169469598965
BraTS-GLI-00453-000_z115.png,1.0,0.14612817857553792,0.9244992295839753
BraTS-GLI-00607-001_z038.png,0.9175389409065247,0.002880184331797235,0.21428571428571427
BraTS-GLI-00775-000_z056.png,1.0,0.13791440626883664,0.9294573643410853
BraTS-GLI-01200-000_z068.png,0.9999319314956665,0.13776639105624783,0.8942965779467681
BraTS-GLI-00676-000_z120.png,0.9999994039535522,0.14294569799156956,0.9257503949447078
BraTS-GLI-00774-000_z061.png,0.9999948740005493,0.156858120061328,0.9081706435285611
BraTS-GLI-01454-000_z076.png,0.9999992847442627,0.06205962059620596,0.8283433133732535
BraTS-GLI-00499-000_z106.png,0.9993958473205566,0.036232991897263415,0.8286713286713286
BraTS-GLI-00495-000_z132.png,0.9977434873580933,0.03139693614439557,0.6363636363636364
BraTS-GLI-00291-000_z059.png,0.8064174056053162,0.014239871640593663,0.42045454545454547
BraTS-GLI-01114-000_z089.png,0.9999396800994873,0.07276676622318762,0.6967840735068913
BraTS-GLI-00704-000_z045.png,0.9999972581863403,0.07642113188605848,0.7134502923976608
BraTS-GLI-01473-000_z066.png,1.0,0.2387,0.7640194489465154
BraTS-GLI-00020-000_z060.png,0.9999992847442627,0.15100708900641385,0.8839285714285714
BraTS-GLI-01125-000_z038.png,0.9997832179069519,0.1357142857142857,0.8125435540069686
BraTS-GLI-00545-001_z057.png,0.9999997615814209,0.13254578953072504,0.9295089936801166
BraTS-GLI-00690-000_z128.png,0.9400098323822021,0.030007645259938837,0.006369426751592357
BraTS-GLI-01291-000_z076.png,0.9756410121917725,0.057083084279737,0.4805194805194805
BraTS-GLI-00207-000_z081.png,1.0,0.151947339550192,0.9116586538461539
BraTS-GLI-00655-001_z066.png,1.0,0.24305003971405878,0.810179257362356
BraTS-GLI-00682-000_z116.png,0.999962568283081,0.07765984985762361,0.8718354430379747
BraTS-GLI-00402-000_z056.png,1.0,0.17061200923787528,0.8684106222750694
BraTS-GLI-00520-001_z111.png,0.9582780599594116,0.014578742159688083,0.3953488372093023
BraTS-GLI-01406-000_z058.png,0.9999972581863403,0.22111941062109894,0.925273390036452
BraTS-GLI-01273-000_z113.png,0.9999518394470215,0.04213005364385712,0.75
